Position,Track Name,Artist,Streams,date,region,id
31,Shed a Light,Robin Schulz,10420854,2017-01-13--2017-01-20,global,1cG0umU5TKStygKsPFZ9pY
32,My Way,Calvin Harris,10352351,2017-01-13--2017-01-20,global,1vvNmPOiUuyCbgWmtc6yfm
33,Starving,Hailee Steinfeld,10237780,2017-01-13--2017-01-20,global,1qOLh0tI7trd1zdDKxYZTe
34,Scars To Your Beautiful,Alessia Cara,10191078,2017-01-13--2017-01-20,global,0prNGof3XqfTvNDxHonvdK
35,Love Me Now,John Legend,10111228,2017-01-13--2017-01-20,global,6nxQdXa1uAL0rY72wPZu89
36,By Your Side,Jonas Blue,9747407,2017-01-13--2017-01-20,global,1D3ODoXHBLpdxolZRHWV1j
37,Heathens,Twenty One Pilots,9487799,2017-01-13--2017-01-20,global,6i0V12jOa3mr6uu4WYhUBr
38,Solo Dance,Martin Jensen,9222026,2017-01-13--2017-01-20,global,6HUnnBwYZqcED1eQztxMBN
39,Alone,Alan Walker,9193283,2017-01-13--2017-01-20,global,0JiVRyTJcJnmlwCZ854K4p
40,Reggaetón Lento (Bailemos),CNCO,9188831,2017-01-13--2017-01-20,global,3AEZUABDXNtecAOSC1qTfo
41,Treat You Better,Shawn Mendes,8972442,2017-01-13--2017-01-20,global,4Hf7WnR761jpxPr5D46Bcd
42,Bounce Back,Big Sean,8790513,2017-01-13--2017-01-20,global,0SGkqnVQo9KPytSri1H6cF
43,Don't Let Me Down,The Chainsmokers,8714212,2017-01-13--2017-01-20,global,0QsvXIfqM0zZoerQfsI9lm
44,Caroline,Aminé,8391667,2017-01-13--2017-01-20,global,5GFDrUTLGJix84sNhjCG0g
45,All Time Low,Jon Bellion,8275992,2017-01-13--2017-01-20,global,1CnPYaKxTVb4LWOtiGOm0m
46,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,7784192,2017-01-13--2017-01-20,global,6JV2JOEocMgcZxYSZelKcc
47,We Don't Talk Anymore,Charlie Puth,7687635,2017-01-13--2017-01-20,global,68EMU2RD1ECNeOeJ5qAXCV
48,Safari,J Balvin,7499922,2017-01-13--2017-01-20,global,6rQSrBHf7HlZjtcMZ4S4bO
49,The Greatest,Sia,7408820,2017-01-13--2017-01-20,global,7xHWNBFm6ObGEQPaUxHuKO
50,Despacito (Featuring Daddy Yankee),Luis Fonsi,7404438,2017-01-13--2017-01-20,global,4aWmUDTfIPGksMNLV2rQP2
51,Broccoli (feat. Lil Yachty),DRAM,7217098,2017-01-13--2017-01-20,global,7yyRTcZmCiyzzJlNzGC9Ol
52,Cheap Thrills,Sia,6850502,2017-01-13--2017-01-20,global,27SdWb2rFzO6GWiYDBTD9j
53,Photograph,Ed Sheeran,6840950,2017-01-13--2017-01-20,global,6fxVffaTuwjgEk5h9QyRjy
54,Human,Rag'n'Bone Man,6777470,2017-01-13--2017-01-20,global,58zsLZPvfflaiIbNWoA22O
55,Make Me (Cry),Noah Cyrus,6677226,2017-01-13--2017-01-20,global,2BrzlUj1u1CtvaJDGIKpsP
56,Party Monster,The Weeknd,6553106,2017-01-13--2017-01-20,global,4F7A0DXBrmUAkp32uenhZt
57,Water Under the Bridge,Adele,6504190,2017-01-13--2017-01-20,global,4vb4mFvYsr2h6enhjJsq9Y
58,Otra vez (feat. J Balvin),Zion & Lennox,6345303,2017-01-13--2017-01-20,global,3QwBODjSEzelZyVjxPOHdq
59,Sunset Lover,Petit Biscuit,6345012,2017-01-13--2017-01-20,global,0hNduWmlWmEmuwEFcYvRu1
60,Lot to Learn,Luke Christopher,6112520,2017-01-13--2017-01-20,global,3TRFq09DUgYj1mug6RRqJW
61,The Mack,Nevada,6024279,2017-01-13--2017-01-20,global,7aV2mflaASUmGhCErm7kBO
62,Sexual,NEIKED,6022906,2017-01-13--2017-01-20,global,3AsAuGTaDQzavZZThyYlop
63,iSpy (feat. Lil Yachty),KYLE,5952070,2017-01-13--2017-01-20,global,2EEeOnHehOozLq4aS0n6SL
64,Don't Leave,Snakehips,5912030,2017-01-13--2017-01-20,global,0Zx8khUcEfCFK2AEoIhC92
65,Weak,AJR,5896910,2017-01-13--2017-01-20,global,3E2Zh20GDCR9B1EYjfXWyv
66,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5851736,2017-01-13--2017-01-20,global,17Fd6Yb7mSbinKG8LoWfFl
67,I Got You,Bebe Rexha,5842500,2017-01-13--2017-01-20,global,1FUViuNSldssMIawrOXF2i
68,Vente Pa' Ca,Ricky Martin,5830717,2017-01-13--2017-01-20,global,7DM4BPaS7uofFul3ywMe46
69,Deja Vu,J. Cole,5646978,2017-01-13--2017-01-20,global,6I6NX6tjGsxFAsIfGzY9lJ
70,Setting Fires,The Chainsmokers,5474467,2017-01-13--2017-01-20,global,0B8B8cVRFIG1yznoQe7c9s
71,This Is What You Came For,Calvin Harris,5472398,2017-01-13--2017-01-20,global,0azC730Exh71aQlOt9Zj3y
72,Ride,Twenty One Pilots,5416471,2017-01-13--2017-01-20,global,2Z8WuEywRWYTKe1NybPQEW
73,Perfect Strangers,Jonas Blue,5374660,2017-01-13--2017-01-20,global,1CUVN2kn7mW5FjkqXTR2W1
74,Thinking out Loud,Ed Sheeran,5285689,2017-01-13--2017-01-20,global,1Slwb6dOYkBlWal1PGtnNg
75,Too Good,Drake,5248316,2017-01-13--2017-01-20,global,11KJSRSgaDxqydKYiD2Jew
76,Lighthouse - Andrelli Remix,Hearts & Colors,5237564,2017-01-13--2017-01-20,global,04CttTezSnv71USiiG9mIo
77,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,5194019,2017-01-13--2017-01-20,global,2wDjpPW3HZdA9quPPmZAMu
78,Stressed Out,Twenty One Pilots,5177135,2017-01-13--2017-01-20,global,3CRDbSIZ4r5MsZ0YwxuEkn
79,Chill Bill,Rob $tone,5133129,2017-01-13--2017-01-20,global,5uDASfU19gDxSjW8cnCaBp
80,Faded,Alan Walker,5098159,2017-01-13--2017-01-20,global,7gHs73wELdeycvS48JfIos
81,Redbone,Childish Gambino,5074233,2017-01-13--2017-01-20,global,3kxfsdsCpFgN412fpnW85Y
82,"i hate u, i love u (feat. olivia o'brien)",gnash,5057077,2017-01-13--2017-01-20,global,7vRriwrloYVaoAe3a9wJHe
83,Panda,Desiigner,5031019,2017-01-13--2017-01-20,global,5OOkp4U9P9oL23maHFHL1h
84,X (feat. Future),21 Savage,5022590,2017-01-13--2017-01-20,global,6fwdbPMwP1zVStm8FybmkO
85,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,5019332,2017-01-13--2017-01-20,global,4tCtwWceOPWzenK2HAIJSb
86,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,4887947,2017-01-13--2017-01-20,global,40UroIGvsMPLPBYwH8rMNA
87,Love Yourself,Justin Bieber,4799365,2017-01-13--2017-01-20,global,3hB5DgAiMAQ4DzYbsMq1IT
88,Some Kind Of Drug,G-Eazy,4796429,2017-01-13--2017-01-20,global,1Bqxj0aH5KewYHKUg1IdrF
89,Versace on the Floor,Bruno Mars,4790622,2017-01-13--2017-01-20,global,0kN8xEmgMW9mh7UmDYHlJP
90,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4783231,2017-01-13--2017-01-20,global,4dASQiO1Eoo3RJvt74FtXB
91,Sorry,Justin Bieber,4736856,2017-01-13--2017-01-20,global,69bp2EbF7Q2rqc5N3ylezZ
92,Hymn for the Weekend - Seeb Remix,Coldplay,4590740,2017-01-13--2017-01-20,global,1OAiWI2oPmglaOiv9fdioU
93,No Heart,21 Savage,4576890,2017-01-13--2017-01-20,global,4gmmRb6bZJffOOiww1JGTO
94,No Lie,Sean Paul,4559329,2017-01-13--2017-01-20,global,3cFsmM51N5zMAuu1nNY4Tw
95,Work,Rihanna,4556829,2017-01-13--2017-01-20,global,14WWzenpaEgQZlqPq2nk4v
96,The Ocean (feat. Shy Martin),Mike Perry,4543931,2017-01-13--2017-01-20,global,2CPqh63wRVscbceKcPxwvv
97,Shout Out to My Ex,Little Mix,4535145,2017-01-13--2017-01-20,global,0YHUITU3w6ws1v8ehT264g
98,Sneakin’,Drake,4515458,2017-01-13--2017-01-20,global,4ckuS4Nj4FZ7i3Def3Br8W
99,Traicionera,Sebastian Yatra,4506437,2017-01-13--2017-01-20,global,5J1c3M4EldCfNxXwrwt8mT
100,It's Gotta Be You,Isaiah,4466030,2017-01-13--2017-01-20,global,6cAKeFFYW2aClZSUyvqAEW
101,Controlla,Drake,4424224,2017-01-13--2017-01-20,global,6F609ICg9Spjrw1epsAnpa
102,La Bicicleta,Carlos Vives,4400205,2017-01-13--2017-01-20,global,0sXvAOmXgjR2QUqLK1MltU
103,On Hold,The xx,4391043,2017-01-13--2017-01-20,global,5CPqOpKSk0QcJ3dGdaWcRB
104,Not Going Home,DVBBS,4379562,2017-01-13--2017-01-20,global,042x9bsUBWW2fJgJ6fUh61
105,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,4314051,2017-01-13--2017-01-20,global,6stYbAJgTszHAHZMPxWWCY
106,Sidewalks,The Weeknd,4287636,2017-01-13--2017-01-20,global,4h90qkbnW1Qq6pBhoPvwko
107,Six Feet Under,The Weeknd,4272993,2017-01-13--2017-01-20,global,4mU5iXHeLgbR94siF7p1sY
108,Capsize,FRENSHIP,4251870,2017-01-13--2017-01-20,global,2XMTqoHHSH0lvuXrvIEdco
109,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,4247016,2017-01-13--2017-01-20,global,0L7loeTIg6akW84aEQZpCT
110,Needed Me,Rihanna,4237026,2017-01-13--2017-01-20,global,1Tt4sE4pXi57mTD1GCzsqm
111,Fresh Eyes,Andy Grammer,4193370,2017-01-13--2017-01-20,global,4nMlau89VAjmV7agkl7OY3
112,Light,San Holo,4154079,2017-01-13--2017-01-20,global,7zTx8ePYAmPFQuxP3xlXZn
113,Dile Que Tu Me Quieres,Ozuna,4142194,2017-01-13--2017-01-20,global,20ZAJdsKB5IGbGj4ilRt2o
114,7 Years,Lukas Graham,4038470,2017-01-13--2017-01-20,global,7129iqBafaphfc3WPCGC0L
115,September Song,JP Cooper,4006160,2017-01-13--2017-01-20,global,0FuTx2s3YH1ppmtiM6l0zI
116,This Town,Niall Horan,3991313,2017-01-13--2017-01-20,global,5nA67Y0XX9JipZwYxX7Gl7
117,Love On The Brain,Rihanna,3991235,2017-01-13--2017-01-20,global,2aksifNn5ph8igDOkPBA02
118,Cake By The Ocean,DNCE,3988320,2017-01-13--2017-01-20,global,2aFiaMXmWsM3Vj72F9ksBl
119,Cake - Challenge Version,Flo Rida,3936452,2017-01-13--2017-01-20,global,6t2ubAB4iSYOuIpRAOGd4t
120,Say Something Loving,The xx,3923573,2017-01-13--2017-01-20,global,728zbo72kOoYdGR3AhNsyF
121,Vacaciones,Wisin,3923237,2017-01-13--2017-01-20,global,3dQDid3IUNhZy1OehIfYfE
122,You Was Right,Lil Uzi Vert,3910990,2017-01-13--2017-01-20,global,2ANLarE8yHVsLWW21nj79M
123,Me Llamas (feat. Maluma) - Remix,Piso 21,3907774,2017-01-13--2017-01-20,global,5hEM0JchdVzQ5PwvSfITeX
124,Into You,Ariana Grande,3860986,2017-01-13--2017-01-20,global,7yHEDfrJNd0zWOfXwydNH0
125,Dancing On My Own,Calum Scott,3859946,2017-01-13--2017-01-20,global,02WacdrRpm4zlP8H7X6bnQ
126,Middle,DJ Snake,3835484,2017-01-13--2017-01-20,global,4OZEu0Vwq0RB2LAq14v99n
127,Shaky Shaky,Daddy Yankee,3796409,2017-01-13--2017-01-20,global,58IL315gMSTD37DOZPJ2hf
128,Touch,Little Mix,3795116,2017-01-13--2017-01-20,global,5Ua3GXyHwiSfpNTMjq6m2z
129,Swang,Rae Sremmurd,3794879,2017-01-13--2017-01-20,global,6mapJIPnQ23RTAevUoE0DL
130,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,3782977,2017-01-13--2017-01-20,global,1lItf5ZXJc1by9SbPeljFd
131,Love on Me,Galantis,3754455,2017-01-13--2017-01-20,global,2MHCiOohBZEQuLgDTPvSzF
132,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,3736211,2017-01-13--2017-01-20,global,0tICYNayWWhH9GPeFrfjfD
133,Send My Love (To Your New Lover),Adele,3725872,2017-01-13--2017-01-20,global,4BHzQ9C00ceJxfG16AlNWb
134,You Don't Know Me - Radio Edit,Jax Jones,3657153,2017-01-13--2017-01-20,global,00lNx0OcTJrS3MKHcB80HY
135,Lean On (feat. MØ & DJ Snake),Major Lazer,3633427,2017-01-13--2017-01-20,global,4WjH9Bzt3kx7z8kl0awxh4
136,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3622601,2017-01-13--2017-01-20,global,0v9Wz8o0BT8DU38R4ddjeH
137,Fast Car,Jonas Blue,3606420,2017-01-13--2017-01-20,global,6OZh916QF8XNunWaP97WEZ
138,T-Shirt,Migos,3593218,2017-01-13--2017-01-20,global,7KOlJ92bu51cltsD9KU5I7
139,Final Song,MØ,3578616,2017-01-13--2017-01-20,global,4qqArAiTPueDxIp7cf87h7
140,Taped up Heart (feat. Clara Mae),KREAM,3528959,2017-01-13--2017-01-20,global,26hcyzSE154xMZCbFdtInA
141,Oceans Away,A R I Z O N A,3510064,2017-01-13--2017-01-20,global,6A8dnC0xkiuWN4BshmTB2I
142,Oh Lord,MiC LOWRY,3504674,2017-01-13--2017-01-20,global,1sTUEdVO85YU8Ymk2jeAls
143,DUELE EL CORAZON,Enrique Iglesias,3498906,2017-01-13--2017-01-20,global,6YZdkObH88npeKrrkb8Ggf
144,Dangerous,The xx,3445230,2017-01-13--2017-01-20,global,33B2QbtAj8mbDpwvGTOnBt
145,pick up the phone,Young Thug,3412463,2017-01-13--2017-01-20,global,20dP2DaMHIAmwWAbp7peSr
146,Roses,The Chainsmokers,3412220,2017-01-13--2017-01-20,global,6O6M7pJLABmfBRoGZMu76Y
147,"Me, Myself & I",G-Eazy,3387987,2017-01-13--2017-01-20,global,40YcuQysJ0KlGQTeGUosTC
148,Hello,Adele,3355641,2017-01-13--2017-01-20,global,4sPmO7WMQUAf45kwMOtONw
149,Andas En Mi Cabeza,Chino & Nacho,3337025,2017-01-13--2017-01-20,global,5mey7CLLuFToM2P68Qu1gF
150,The Greatest,Sia,3260742,2017-01-13--2017-01-20,global,6bLopGnirdrilrpdVB6Um1
151,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3254692,2017-01-13--2017-01-20,global,5Z01UMMf7V1o0MzF86s6WJ
152,That's What I Like,Bruno Mars,3236661,2017-01-13--2017-01-20,global,0KKkJNfGyhkQ5aFogxQAPU
153,History,Olivia Holt,3234109,2017-01-13--2017-01-20,global,0WCEaydwN65cvwaW8aqptF
154,Stitches,Shawn Mendes,3231421,2017-01-13--2017-01-20,global,1WP1r7fuvRqZRnUaTi2I1Q
155,Sex,Cheat Codes,3204881,2017-01-13--2017-01-20,global,5DA77EqppDmCTWGovd4oTP
156,Let It Go,James Bay,3189932,2017-01-13--2017-01-20,global,13HVjjWUZFaWilh2QUJKsP
157,Lush Life,Zara Larsson,3183127,2017-01-13--2017-01-20,global,1rIKgCH4H52lrvDcz50hS8
158,Reminder,The Weeknd,3134107,2017-01-13--2017-01-20,global,37F0uwRSrdzkBiuj0D5UHI
159,OOOUUU,Young M.A,3122544,2017-01-13--2017-01-20,global,7JYsArznYOjX2jsrT3UEnL
160,Love$ick,Mura Masa,3113843,2017-01-13--2017-01-20,global,5v9N8Rx3QsFvr50cxyQcA3
161,Cuatro Babys,Maluma,3113446,2017-01-13--2017-01-20,global,0JoHqmlqE0W0i9prt6kcHR
162,Deu Onda,MC G15,3091442,2017-01-13--2017-01-20,global,0EPxmvsG1BY5td4aTOkWBF
163,The Hills,The Weeknd,3090235,2017-01-13--2017-01-20,global,25khomWgBVamSdKw7hzm3l
164,What Do You Mean?,Justin Bieber,3068777,2017-01-13--2017-01-20,global,3pzjHKrQSvXGHQ98dx18HI
165,Neighbors,J. Cole,3054681,2017-01-13--2017-01-20,global,0utlOiJy2weVl9WTkcEWHy
166,Borro Cassette,Maluma,3042110,2017-01-13--2017-01-20,global,6DUdDIRgLqCGq1DwkNWQTN
167,Cocoon,Milky Chance,3035840,2017-01-13--2017-01-20,global,0L87MffumRNWrY2SNUFcvs
168,PILLOWTALK,ZAYN,3018808,2017-01-13--2017-01-20,global,0PDUDa38GO8lMxLCRc4lL1
169,Ain't My Fault,Zara Larsson,3012817,2017-01-13--2017-01-20,global,0ADG9OgdVTL7fgREP75BrZ
170,Romantic - NOTD Remix,Stanaj,3011862,2017-01-13--2017-01-20,global,3SGWp9fJCzgK0WcpcKSQdy
171,Let Me Hold You (Turn Me On),Dante Klein,2996623,2017-01-13--2017-01-20,global,0lmdsH1MIoLsMymnNpd6HU
172,Moves,Big Sean,2989260,2017-01-13--2017-01-20,global,0Fv5N0cHBsl4bzCbollCAS
173,Die For You,The Weeknd,2976352,2017-01-13--2017-01-20,global,2LBqCSwhJGcFQeTHMVGwy3
174,Gyal You A Party Animal - Remix,Charly Black,2974670,2017-01-13--2017-01-20,global,1AkTW13ysu0AJrwuM6UY0I
175,Used to This,Future,2973816,2017-01-13--2017-01-20,global,78sr3ogs4UzITcCNbXM9cM
176,The Other,Lauv,2972160,2017-01-13--2017-01-20,global,1lntL1cI2UIWlxjL5QiN8g
177,Hotline Bling,Drake,2969753,2017-01-13--2017-01-20,global,2FBUoWkIuQXwayw2RNo5l6
178,Low Life,Future,2964990,2017-01-13--2017-01-20,global,7EiZI6JVHllARrX9PUvAdX
179,goosebumps,Travis Scott,2962736,2017-01-13--2017-01-20,global,6gBFPUFcJLzWGx4lenP6h2
180,No Role Modelz,J. Cole,2957867,2017-01-13--2017-01-20,global,62vpWI1CHwFy7tMIcSStl8
181,Jumpman,Drake,2952379,2017-01-13--2017-01-20,global,27GmP9AWRs744SzKcpJsTZ
182,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,2912871,2017-01-13--2017-01-20,global,3B7udSGy2PfgoCniMSb523
183,On My Way,Tiësto,2907354,2017-01-13--2017-01-20,global,4hiUYb2nb6NlfTP9CD38Pe
184,Million Reasons,Lady Gaga,2901409,2017-01-13--2017-01-20,global,50PWlIBU7PlGGwzgN8TiFJ
185,Party,Chris Brown,2893019,2017-01-13--2017-01-20,global,05Z7jet4VDNVgNQWcYHnrk
186,'Till I Collapse,Eminem,2892172,2017-01-13--2017-01-20,global,6yr8GiTHWvFfi4o6Q5ebdT
187,Dynamite (feat. Pretty Sister),Nause,2833152,2017-01-13--2017-01-20,global,2Ae5awwKvQpTBKQHr1TYCg
188,Issues,Julia Michaels,2832224,2017-01-13--2017-01-20,global,1sXUWdKx03aP9Gmzft58rt
189,Not Afraid Anymore,Halsey,2827992,2017-01-13--2017-01-20,global,1uoL9GX45dTnmrWQ7Ii1Ft
190,Let Her Go,Passenger,2809452,2017-01-13--2017-01-20,global,2jyjhRf6DVbMPU5zxagN2h
191,Never Be Like You,Flume,2804818,2017-01-13--2017-01-20,global,12REd1n8PeiHHWOh066tpr
192,Rockin’,The Weeknd,2795395,2017-01-13--2017-01-20,global,36YCdzT57us0LhDmCYtrNE
193,All of Me,John Legend,2794313,2017-01-13--2017-01-20,global,2q6tgiA9tpb6DMguABwCWE
194,Chillax (feat. Ky-Mani Marley),Farruko,2786973,2017-01-13--2017-01-20,global,1lxswgIpzV6HhENRvkflES
195,Te Quiero Pa´Mi,Don Omar,2763227,2017-01-13--2017-01-20,global,3BY2mafsbsoKGqS380Xnuz
196,Somebody Else,VÉRITÉ,2753947,2017-01-13--2017-01-20,global,34i4yxPrHWquuR4kjiivFO
197,No Money,Galantis,2750239,2017-01-13--2017-01-20,global,0gb1J5UrTpzaU1s3nupgCd
198,Lips,The xx,2705104,2017-01-13--2017-01-20,global,1onfcprzpSGh2LqrBh17AA
199,Can't Feel My Face,The Weeknd,2694184,2017-01-13--2017-01-20,global,6RsWqX8zABZLhZydXxEFOm
200,I Dare You,The xx,2692337,2017-01-13--2017-01-20,global,044qU7kwVZaDwzWnRsmVVL
1,Shape of You,Ed Sheeran,51124648,2017-01-20--2017-01-27,global,7qiZfU4dY1lWllzX7mPBI3
2,Paris,The Chainsmokers,28197386,2017-01-20--2017-01-27,global,72jbDTw1piOOj770jWNeaG
3,Castle on the Hill,Ed Sheeran,25030348,2017-01-20--2017-01-27,global,6PCUP3dWmTjcTtXY02oFdT
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,23493247,2017-01-20--2017-01-27,global,3NdDpSvN911VPGivFlV5d0
5,Starboy,The Weeknd,22925769,2017-01-20--2017-01-27,global,5aAx2yezTd8zXrkmtKl66Z
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,22525750,2017-01-20--2017-01-27,global,5knuzwU65gJK7IF5yJsuaW
7,Closer,The Chainsmokers,19330447,2017-01-20--2017-01-27,global,7BKLCZ1jbUBVqRi2FVlTVw
8,Say You Won't Let Go,James Arthur,19155590,2017-01-20--2017-01-27,global,5uCax9HTNlzGybIStD3vDh
9,I Feel It Coming,The Weeknd,18241454,2017-01-20--2017-01-27,global,5GXAXm5YOmYT0kL5jHvYBt
10,Don't Wanna Know,Maroon 5,17666947,2017-01-20--2017-01-27,global,5MFzQMkrl1FOOng9tq6R9r
11,Fake Love,Drake,16995174,2017-01-20--2017-01-27,global,343YBumqHu19cGoGARUTsd
12,Bad and Boujee (feat. Lil Uzi Vert),Migos,16285363,2017-01-20--2017-01-27,global,4Km5HrUvYTaSUfiSGPJeQR
13,Call On Me - Ryan Riback Extended Remix,Starley,16227511,2017-01-20--2017-01-27,global,78rIJddV4X0HkNAInEcYde
14,Despacito (Featuring Daddy Yankee),Luis Fonsi,16208528,2017-01-20--2017-01-27,global,4aWmUDTfIPGksMNLV2rQP2
15,Chantaje (feat. Maluma),Shakira,15385694,2017-01-20--2017-01-27,global,6mICuAdrwEjh6Y6lroV2Kg
16,Let Me Love You,DJ Snake,15352727,2017-01-20--2017-01-27,global,4pdPtRcBmOSQDlJ3Fk945m
17,Just Hold On,Steve Aoki,15092583,2017-01-20--2017-01-27,global,3EmmCZoqpWOTY1g2GBwJoR
18,Bad Things (with Camila Cabello),Machine Gun Kelly,14742473,2017-01-20--2017-01-27,global,1PSBzsahR2AKwLJgx8ehBj
19,24K Magic,Bruno Mars,14519454,2017-01-20--2017-01-27,global,6b8Be6ljOzmkOmFslEb23P
20,"How Far I'll Go - From ""Moana""",Alessia Cara,12532775,2017-01-20--2017-01-27,global,5hYTyyh2odQKphUbMqc5gN
21,Black Beatles,Rae Sremmurd,12151949,2017-01-20--2017-01-27,global,6fujklziTHa8uoM5OQSfIo
22,One Dance,Drake,12090211,2017-01-20--2017-01-27,global,1xznGGDReH1oQq0xzbwXa3
23,Side To Side,Ariana Grande,12037379,2017-01-20--2017-01-27,global,4pLwZjInHj3SimIyN9SnOz
24,Cold Water (feat. Justin Bieber & MØ),Major Lazer,11762866,2017-01-20--2017-01-27,global,6DNtNfH8hXkqOX1sjqmI7p
25,All Night,The Vamps,11700052,2017-01-20--2017-01-27,global,1yNyoWWWikbLhwIGWjZuDW
26,Mercy,Shawn Mendes,11405340,2017-01-20--2017-01-27,global,4TZy1wLyHec06pwgFYDh1a
27,In the Name of Love,Martin Garrix,11366964,2017-01-20--2017-01-27,global,04DwTuZ2VBdJCCC5TROn7L
28,Hear Me Now,Alok,11164986,2017-01-20--2017-01-27,global,1a5Yu5L18qNxVhXx38njON
29,Now and Later,Sage The Gemini,10673070,2017-01-20--2017-01-27,global,43jBqV3j3Xi1g6wO0bhIMd
30,Shed a Light,Robin Schulz,10530366,2017-01-20--2017-01-27,global,1cG0umU5TKStygKsPFZ9pY
31,Solo Dance,Martin Jensen,10404056,2017-01-20--2017-01-27,global,6HUnnBwYZqcED1eQztxMBN
32,I Would Like,Zara Larsson,10095725,2017-01-20--2017-01-27,global,4Q4jmPHwu0wrJvqrld0FQ6
33,Love Me Now,John Legend,10054872,2017-01-20--2017-01-27,global,6nxQdXa1uAL0rY72wPZu89
34,Scars To Your Beautiful,Alessia Cara,9992428,2017-01-20--2017-01-27,global,0prNGof3XqfTvNDxHonvdK
35,My Way,Calvin Harris,9919810,2017-01-20--2017-01-27,global,1vvNmPOiUuyCbgWmtc6yfm
36,Starving,Hailee Steinfeld,9861669,2017-01-20--2017-01-27,global,1qOLh0tI7trd1zdDKxYZTe
37,Reggaetón Lento (Bailemos),CNCO,9576722,2017-01-20--2017-01-27,global,3AEZUABDXNtecAOSC1qTfo
38,By Your Side,Jonas Blue,9427335,2017-01-20--2017-01-27,global,1D3ODoXHBLpdxolZRHWV1j
39,All We Know,The Chainsmokers,9352959,2017-01-20--2017-01-27,global,2rizacJSyD9S1IQUxUxnsK
40,All Time Low,Jon Bellion,9331721,2017-01-20--2017-01-27,global,1CnPYaKxTVb4LWOtiGOm0m
41,Bounce Back,Big Sean,9073813,2017-01-20--2017-01-27,global,0SGkqnVQo9KPytSri1H6cF
42,Alone,Alan Walker,9059239,2017-01-20--2017-01-27,global,0JiVRyTJcJnmlwCZ854K4p
43,Heathens,Twenty One Pilots,9013937,2017-01-20--2017-01-27,global,6i0V12jOa3mr6uu4WYhUBr
44,Treat You Better,Shawn Mendes,8462428,2017-01-20--2017-01-27,global,4Hf7WnR761jpxPr5D46Bcd
45,Caroline,Aminé,8257196,2017-01-20--2017-01-27,global,5GFDrUTLGJix84sNhjCG0g
46,Don't Let Me Down,The Chainsmokers,8001205,2017-01-20--2017-01-27,global,0QsvXIfqM0zZoerQfsI9lm
47,Safari,J Balvin,7604273,2017-01-20--2017-01-27,global,6rQSrBHf7HlZjtcMZ4S4bO
48,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,7463895,2017-01-20--2017-01-27,global,6JV2JOEocMgcZxYSZelKcc
49,We Don't Talk Anymore,Charlie Puth,7453623,2017-01-20--2017-01-27,global,68EMU2RD1ECNeOeJ5qAXCV
50,Weak,AJR,7451716,2017-01-20--2017-01-27,global,3E2Zh20GDCR9B1EYjfXWyv
51,Don't Leave,Snakehips,7098122,2017-01-20--2017-01-27,global,0Zx8khUcEfCFK2AEoIhC92
52,iSpy (feat. Lil Yachty),KYLE,6747306,2017-01-20--2017-01-27,global,2EEeOnHehOozLq4aS0n6SL
53,Human,Rag'n'Bone Man,6597601,2017-01-20--2017-01-27,global,58zsLZPvfflaiIbNWoA22O
54,Make Me (Cry),Noah Cyrus,6501221,2017-01-20--2017-01-27,global,2BrzlUj1u1CtvaJDGIKpsP
55,Otra vez (feat. J Balvin),Zion & Lennox,6463320,2017-01-20--2017-01-27,global,3QwBODjSEzelZyVjxPOHdq
56,Water Under the Bridge,Adele,6450859,2017-01-20--2017-01-27,global,4vb4mFvYsr2h6enhjJsq9Y
57,Sunset Lover,Petit Biscuit,6310906,2017-01-20--2017-01-27,global,0hNduWmlWmEmuwEFcYvRu1
58,Issues,Julia Michaels,6245979,2017-01-20--2017-01-27,global,1sXUWdKx03aP9Gmzft58rt
59,The Greatest,Sia,6217722,2017-01-20--2017-01-27,global,7xHWNBFm6ObGEQPaUxHuKO
60,Lot to Learn,Luke Christopher,6209936,2017-01-20--2017-01-27,global,3TRFq09DUgYj1mug6RRqJW
61,Broccoli (feat. Lil Yachty),DRAM,6199340,2017-01-20--2017-01-27,global,7yyRTcZmCiyzzJlNzGC9Ol
